nom_ent,cve_ent,componente,codigo,nombre_nodo,serie_api
Veracruz,30,alimentos,071,Lechuga y col,907513
Veracruz,30,alimentos,072,Nopales,907514
Veracruz,30,alimentos,073,Papa y otros tubérculos,907515
Veracruz,30,alimentos,074,Papas fritas,907551
Veracruz,30,alimentos,075,Pepino,907516
Veracruz,30,alimentos,076,Tomate verde,907517
Veracruz,30,alimentos,078,Zanahoria,907518
Veracruz,30,alimentos,081,Otros chiles frescos,907520
Veracruz,30,alimentos,082,Azúcar,907536
Veracruz,30,alimentos,087,"Cilantro, epazote y perejil",907521
Veracruz,30,alimentos,095,Jugos o néctares envasados,907533
Veracruz,30,alimentos,096,Café soluble,907538
Veracruz,30,alimentos,099,Agua embotellada,907542
Veracruz,30,alimentos,100,Refrescos envasados,907543
Veracruz,30,alimentos,267,Pollos rostizados,907561
Veracruz,30,alimentos,269,Otros alimentos cocinados,907562
Veracruz,30,comidas_fuera,25,Alimentos cocinados fuera de casa,907557
Veracruz,30,nanv,general,Índice general,907420
Veracruz,30,vivienda,3,Vivienda,907628
Yucatán,31,alimentos,001,Arroz,907872
Yucatán,31,alimentos,004,Galletas,907867
Yucatán,31,alimentos,008,Pan blanco,907861
Yucatán,31,alimentos,009,Pan de caja,907862
Yucatán,31,alimentos,010,Pan dulce,907863
Yucatán,31,alimentos,011,Pasta para sopa,907869
Yucatán,31,alimentos,014,Tortilla de maíz,907858
Yucatán,31,alimentos,015,Tortillas de harina de trigo,907870
Yucatán,31,alimentos,016,Tostadas,907859
Yucatán,31,alimentos,017,Carne de cerdo,907878
Yucatán,31,alimentos,018,Carne de res,907881
Yucatán,31,alimentos,019,"Carnes secas, procesadas y otros embutidos",907884
Yucatán,31,alimentos,020,Chorizo,907885
Yucatán,31,alimentos,021,Jamón,907886
Yucatán,31,alimentos,022,Pollo,907876
Yucatán,31,alimentos,026,Atún y sardina en lata,907894
Yucatán,31,alimentos,030,Crema y otros productos a base de leche,907905
Yucatán,31,alimentos,031,Huevo,907915
Yucatán,31,alimentos,034,Leche pasteurizada y fresca,907898
Yucatán,31,alimentos,037,Queso fresco,907907
Yucatán,31,alimentos,039,Queso Oaxaca y asadero,907909
Yucatán,31,alimentos,041,Yogurt,907911
Yucatán,31,alimentos,042,Aceites y grasas vegetales comestibles,907918
Yucatán,31,alimentos,045,Aguacate,907921
Yucatán,31,alimentos,048,Limón,907924
Yucatán,31,alimentos,049,Manzana,907925
Yucatán,31,alimentos,055,Plátanos,907931
Yucatán,31,alimentos,060,Calabacita,907936
Yucatán,31,alimentos,061,Cebolla,907937
Yucatán,31,alimentos,062,Chayote,907938
Yucatán,31,alimentos,065,Chile serrano,907940
Yucatán,31,alimentos,068,Frijol,907954
Yucatán,31,alimentos,069,Frijol procesado,907959
Yucatán,31,alimentos,070,Jitomate,907942
Yucatán,31,alimentos,071,Lechuga y col,907943
Yucatán,31,alimentos,072,Nopales,907944
Yucatán,31,alimentos,073,Papa y otros tubérculos,907945
Yucatán,31,alimentos,074,Papas fritas,907981
Yucatán,31,alimentos,075,Pepino,907946
Yucatán,31,alimentos,076,Tomate verde,907947
Yucatán,31,alimentos,078,Zanahoria,907948
Yucatán,31,alimentos,081,Otros chiles frescos,907950
Yucatán,31,alimentos,082,Azúcar,907966
Yucatán,31,alimentos,087,"Cilantro, epazote y perejil",907951
Yucatán,31,alimentos,095,Jugos o néctares envasados,907963
Yucatán,31,alimentos,096,Café soluble,907968
Yucatán,31,alimentos,099,Agua embotellada,907972
Yucatán,31,alimentos,100,Refrescos envasados,907973
Yucatán,31,alimentos,267,Pollos rostizados,907991
Yucatán,31,alimentos,269,Otros alimentos cocinados,907992
Yucatán,31,comidas_fuera,25,Alimentos cocinados fuera de casa,907987
Yucatán,31,nanv,general,Índice general,907850
Yucatán,31,vivienda,3,Vivienda,908058
Zacatecas,32,alimentos,001,Arroz,908302
Zacatecas,32,alimentos,004,Galletas,908297
Zacatecas,32,alimentos,008,Pan blanco,908291
Zacatecas,32,alimentos,009,Pan de caja,908292
Zacatecas,32,alimentos,010,Pan dulce,908293
Zacatecas,32,alimentos,011,Pasta para sopa,908299
Zacatecas,32,alimentos,014,Tortilla de maíz,908288
Zacatecas,32,alimentos,015,Tortillas de harina de trigo,908300
Zacatecas,32,alimentos,016,Tostadas,908289
Zacatecas,32,alimentos,017,Carne de cerdo,908308
Zacatecas,32,alimentos,018,Carne de res,908311
Zacatecas,32,alimentos,019,"Carnes secas, procesadas y otros embutidos",908314
Zacatecas,32,alimentos,020,Chorizo,908315
Zacatecas,32,alimentos,021,Jamón,908316
Zacatecas,32,alimentos,022,Pollo,908306
Zacatecas,32,alimentos,026,Atún y sardina en lata,908324
Zacatecas,32,alimentos,030,Crema y otros productos a base de leche,908335
Zacatecas,32,alimentos,031,Huevo,908345
Zacatecas,32,alimentos,034,Leche pasteurizada y fresca,908328
Zacatecas,32,alimentos,037,Queso fresco,908337
Zacatecas,32,alimentos,039,Queso Oaxaca y asadero,908339
Zacatecas,32,alimentos,041,Yogurt,908341
Zacatecas,32,alimentos,042,Aceites y grasas vegetales comestibles,908348
Zacatecas,32,alimentos,045,Aguacate,908351
Zacatecas,32,alimentos,048,Limón,908354
Zacatecas,32,alimentos,049,Manzana,908355
Zacatecas,32,alimentos,055,Plátanos,908361
Zacatecas,32,alimentos,060,Calabacita,908366
Zacatecas,32,alimentos,061,Cebolla,908367
Zacatecas,32,alimentos,062,Chayote,908368
Zacatecas,32,alimentos,065,Chile serrano,908370
Zacatecas,32,alimentos,068,Frijol,908384
Zacatecas,32,alimentos,069,Frijol procesado,908389
Zacatecas,32,alimentos,070,Jitomate,908372
Zacatecas,32,alimentos,071,Lechuga y col,908373
Zacatecas,32,alimentos,072,Nopales,908374
Zacatecas,32,alimentos,073,Papa y otros tubérculos,908375
Zacatecas,32,alimentos,074,Papas fritas,908411
Zacatecas,32,alimentos,075,Pepino,908376
Zacatecas,32,alimentos,076,Tomate verde,908377
Zacatecas,32,alimentos,078,Zanahoria,908378
Zacatecas,32,alimentos,081,Otros chiles frescos,908380
Zacatecas,32,alimentos,082,Azúcar,908396
Zacatecas,32,alimentos,087,"Cilantro, epazote y perejil",908381
Zacatecas,32,alimentos,095,Jugos o néctares envasados,908393
Zacatecas,32,alimentos,096,Café soluble,908398
Zacatecas,32,alimentos,099,Agua embotellada,908402
Zacatecas,32,alimentos,100,Refrescos envasados,908403
Zacatecas,32,alimentos,267,Pollos rostizados,908421
Zacatecas,32,alimentos,269,Otros alimentos cocinados,908422
Zacatecas,32,comidas_fuera,25,Alimentos cocinados fuera de casa,908417
Zacatecas,32,nanv,general,Índice general,908280
Zacatecas,32,vivienda,3,Vivienda,908488
