clave,precio,nom_ent,cantidad,cantidad_se,cantidad_cv,cantidad_low,cantidad_upp,valor
011132,48,Aguascalientes,0.5,0.0155239918990394,0.0310479837980787,0.5,0.561,24
011132,50,Baja California,0.5,0.0155239918990394,0.0310479837980787,0.5,0.561,25
011132,62.5,Baja California Sur,0.5,0.0155239918990394,0.0310479837980787,0.5,0.561,31.25
011132,58,Campeche,0.5,0.0155239918990394,0.0310479837980787,0.5,0.561,29
011132,64,Chiapas,0.5,0.0155239918990394,0.0310479837980787,0.5,0.561,32
011132,41.0714285714286,Chihuahua,0.5,0.0155239918990394,0.0310479837980787,0.5,0.561,20.5357142857143
011132,69.5187165775401,Ciudad de México,0.5,0.0155239918990394,0.0310479837980787,0.5,0.561,34.7593582887701
011132,50,Coahuila,0.5,0.0155239918990394,0.0310479837980787,0.5,0.561,25
011132,72,Colima,0.5,0.0155239918990394,0.0310479837980787,0.5,0.561,36
011132,44,Durango,0.5,0.0155239918990394,0.0310479837980787,0.5,0.561,22
011132,49.0196078431373,Guanajuato,0.5,0.0155239918990394,0.0310479837980787,0.5,0.561,24.5098039215686
011132,64.1711229946524,Guerrero,0.5,0.0155239918990394,0.0310479837980787,0.5,0.561,32.0855614973262
011132,74.8663101604278,Hidalgo,0.5,0.0155239918990394,0.0310479837980787,0.5,0.561,37.4331550802139
